stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.00,-,-,-,0.00,0.00,0.00,-,-,2023060102
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.00,-,-,-,0.00,0.00,0.00,-,-,2023060102
KADABEESANAHALLI 50 MLD,2023-05-09 16:15:00,7.73,27.20,1.67,4.12,41.75,8.71,10.08,8.76,4.64,2023060102
STP Sarakki 5 MLD,2023-06-01 01:45:00,7.73,28.70,1.57,3.14,18.93,5.14,5.70,3.79,-,2023060102
Kempambudhi STP 1 MLD,2023-06-01 01:45:00,7.17,26.00,0.91,2.83,33.72,6.06,8.71,8.06,2.07,2023060102
Mailasandra STP 75 MLD,2023-06-01 01:30:00,7.34,25.40,1.51,-0.44,45.57,8.15,18.67,14.32,-0.37,2023060102
60 MLD V.Valley TTP,2023-06-01 01:45:00,4.27,28.20,0.17,0.41,20.85,1.96,3.51,6.49,0.22,2023060102
KR Puram STP 20 MLD,2023-06-01 02:00:00,7.07,27.00,0.97,1.94,51.92,7.27,26.86,9.78,3.38,2023060102
1.5 MLD Lalbagh TTP,2023-06-01 02:00:00,7.07,26.00,0.77,3.90,18.16,1.46,1.22,11.50,16.39,2023060102
35MLD Agaram STP,2023-05-29 12:10:30,7.56,27.50,0.17,0.70,-,-,-,-,-,2023060102
Chikka_Bagur_5_MLD_STP,2023-06-01 02:04:00,7.43,28.50,-,-,-,-,-,-,-,2023060102
Yelahanka 10MLD TTP,2023-06-01 02:15:00,7.42,26.50,0.46,2.82,32.80,3.80,3.50,6.56,3.31,2023060102
40MLD OLD Rajacanal STP,2023-06-01 02:15:00,7.21,26.70,0.00,0.00,38.00,10.20,7.40,9.50,0.00,2023060102
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.90,4.95,5.27,2023060102
4_MLD_Madiwala_STP,2023-05-31 23:45:00,7.68,29.30,0.00,0.00,34.49,2.01,3.52,8.62,-,2023060102
2MLD Ulsoor STP,2023-06-01 03:30:00,6.83,28.30,1.33,5.99,36.70,2.00,6.30,7.34,0.41,2023060103
CHIKKABANAVARA 5 MLD,2023-06-01 02:45:00,7.38,25.60,0.49,2.90,27.23,4.42,4.40,11.71,3.92,2023060103
KADUGODI 6 MLD STP,2023-06-01 02:45:00,7.70,23.10,0.50,3.23,42.67,10.45,14.61,30.59,4.79,2023060103
HORAMAVU 20 MLD,2023-06-01 02:45:00,7.52,26.50,0.78,1.90,53.56,8.66,16.30,10.97,3.12,2023060103
K AND C VALLEY 60 MLD,2023-06-01 02:45:00,7.20,28.60,1.89,3.90,33.68,6.27,9.87,10.40,4.72,2023060103
NAGASANDRA 20 MLD,2023-06-01 03:00:00,7.69,26.60,0.93,3.80,136.65,7.71,48.93,23.77,4.00,2023060103
RAJACANAL 40 MLD,2023-06-01 02:45:00,7.53,28.60,1.00,2.80,33.90,3.77,10.04,8.14,4.80,2023060103
YELLAMALAPACHETTY 15 MLD,2023-05-29 11:00:00,-,-,-,-,62.63,12.58,11.98,6.00,-,2023060103
BELLANDUR 90 MLD,2023-03-06 15:15:00,8.13,25.40,0.82,0.50,28.04,3.12,10.36,9.98,-,2023060103
DODDABELE 20 MLD,2023-06-01 02:45:00,7.27,24.00,0.67,2.50,38.11,6.98,5.43,10.78,4.36,2023060103
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023060103
NAGASANDRA OLD 20 MLD,2023-06-01 02:45:00,6.57,25.30,3.52,5.28,59.35,9.48,16.89,12.47,0.69,2023060103
4MLD Cubbon Park TTP,2023-06-01 02:45:00,7.15,28.80,1.10,4.74,17.39,1.24,0.93,5.04,4.40,2023060103
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.00,-,-,-,0.00,0.00,0.00,-,-,2023060103
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.00,-,-,-,0.00,0.00,0.00,-,-,2023060103
KADABEESANAHALLI 50 MLD,2023-05-09 16:15:00,7.73,27.20,1.67,4.12,41.75,8.71,10.08,8.76,4.64,2023060103
STP Sarakki 5 MLD,2023-06-01 02:45:00,7.73,28.60,1.57,3.14,18.90,5.09,5.59,3.78,-,2023060103
Kempambudhi STP 1 MLD,2023-06-01 02:45:00,7.16,26.00,0.91,2.82,33.68,6.06,8.67,8.18,2.06,2023060103
Mailasandra STP 75 MLD,2023-06-01 02:45:00,7.33,25.20,1.48,-0.56,45.56,8.06,18.61,13.40,-0.47,2023060103
60 MLD V.Valley TTP,2023-06-01 02:45:00,4.27,28.10,0.17,0.41,20.84,1.95,3.51,6.53,0.11,2023060103
KR Puram STP 20 MLD,2023-06-01 03:00:00,7.06,26.90,0.97,1.94,52.36,7.33,28.14,9.59,2.63,2023060103
1.5 MLD Lalbagh TTP,2023-06-01 03:00:00,7.07,25.50,0.77,3.85,18.16,1.46,1.22,11.61,16.64,2023060103
35MLD Agaram STP,2023-05-29 12:10:30,7.56,27.50,0.17,0.70,-,-,-,-,-,2023060103
Chikka_Bagur_5_MLD_STP,2023-06-01 03:04:00,7.47,28.40,-,-,-,6.60,7.90,13.20,-,2023060103
Yelahanka 10MLD TTP,2023-06-01 03:15:00,7.42,26.50,0.47,2.76,32.80,3.80,3.50,6.55,3.15,2023060103
40MLD OLD Rajacanal STP,2023-06-01 03:15:00,7.21,26.60,0.00,0.00,38.00,10.20,7.40,9.50,0.00,2023060103
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.90,4.95,5.27,2023060103
4_MLD_Madiwala_STP,2023-05-31 23:45:00,7.68,29.30,0.00,0.00,34.49,2.01,3.52,8.62,-,2023060103
2MLD Ulsoor STP,2023-06-01 04:30:00,6.83,28.20,1.32,5.94,35.90,2.00,6.20,7.18,0.25,2023060104
CHIKKABANAVARA 5 MLD,2023-06-01 03:45:00,7.35,25.60,0.50,2.90,27.27,4.43,4.41,11.91,4.00,2023060104
KADUGODI 6 MLD STP,2023-06-01 03:45:00,7.65,23.20,0.50,3.29,42.65,10.45,14.61,30.74,3.74,2023060104
HORAMAVU 20 MLD,2023-06-01 03:45:00,7.51,26.50,0.79,1.90,53.35,8.67,16.07,11.34,3.16,2023060104
K AND C VALLEY 60 MLD,2023-06-01 03:45:00,7.20,28.60,1.88,3.90,33.74,6.25,9.91,10.39,4.70,2023060104
NAGASANDRA 20 MLD,2023-06-01 04:00:00,7.69,26.40,0.92,3.80,129.14,6.36,48.53,18.47,3.97,2023060104
RAJACANAL 40 MLD,2023-06-01 03:45:00,7.53,28.50,1.00,2.80,33.65,3.84,9.75,8.20,4.80,2023060104
YELLAMALAPACHETTY 15 MLD,2023-05-29 11:00:00,-,-,-,-,62.63,12.58,11.98,6.00,-,2023060104
BELLANDUR 90 MLD,2023-03-06 15:15:00,8.13,25.40,0.82,0.50,28.04,3.12,10.36,9.98,-,2023060104
DODDABELE 20 MLD,2023-06-01 03:45:00,7.26,24.00,0.67,2.50,38.23,6.99,5.60,10.81,4.36,2023060104
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023060104
NAGASANDRA OLD 20 MLD,2023-06-01 03:45:00,6.43,24.20,5.74,8.61,59.39,9.52,16.95,11.41,0.70,2023060104
4MLD Cubbon Park TTP,2023-06-01 03:45:00,7.16,28.80,1.10,4.74,17.39,1.24,0.93,5.04,4.40,2023060104
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.00,-,-,-,0.00,0.00,0.00,-,-,2023060104
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.00,-,-,-,0.00,0.00,0.00,-,-,2023060104
KADABEESANAHALLI 50 MLD,2023-05-09 16:15:00,7.73,27.20,1.67,4.12,41.75,8.71,10.08,8.76,4.64,2023060104
STP Sarakki 5 MLD,2023-06-01 03:45:00,7.72,28.60,1.55,3.10,18.90,5.10,5.59,3.78,-,2023060104
Kempambudhi STP 1 MLD,2023-06-01 03:45:00,7.16,26.00,0.91,2.82,33.17,6.08,8.58,8.10,2.03,2023060104
Mailasandra STP 75 MLD,2023-06-01 03:45:00,7.32,25.10,1.47,-0.56,45.60,8.11,18.61,13.37,-0.47,2023060104
60 MLD V.Valley TTP,2023-06-01 03:45:00,4.27,28.10,0.16,0.38,20.81,1.92,3.49,6.54,0.06,2023060104
KR Puram STP 20 MLD,2023-06-01 04:00:00,7.06,26.90,0.97,1.94,52.74,7.38,28.60,9.85,2.34,2023060104
1.5 MLD Lalbagh TTP,2023-06-01 04:00:00,7.05,25.10,0.76,3.80,18.16,1.46,1.22,11.69,16.80,2023060104
35MLD Agaram STP,2023-05-29 12:10:30,7.56,27.50,0.17,0.70,-,-,-,-,-,2023060104
Chikka_Bagur_5_MLD_STP,2023-06-01 04:02:00,7.46,28.40,-,-,43.50,6.70,7.70,13.40,-,2023060104
Yelahanka 10MLD TTP,2023-06-01 04:15:00,7.41,26.50,0.46,2.79,32.80,3.80,3.50,6.56,3.06,2023060104
40MLD OLD Rajacanal STP,2023-06-01 04:15:00,7.21,26.60,0.00,0.00,38.00,10.20,7.40,9.50,0.00,2023060104
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.90,4.95,5.27,2023060104
4_MLD_Madiwala_STP,2023-05-31 23:45:00,7.68,29.30,0.00,0.00,34.49,2.01,3.52,8.62,-,2023060104
2MLD Ulsoor STP,2023-06-01 05:30:00,6.83,28.00,1.30,5.85,37.40,2.00,6.40,7.48,0.00,2023060105
CHIKKABANAVARA 5 MLD,2023-06-01 04:45:00,7.37,25.60,0.50,2.90,27.26,4.42,4.40,11.77,4.00,2023060105
KADUGODI 6 MLD STP,2023-06-01 04:45:00,7.80,23.20,0.50,3.29,43.26,10.49,15.54,30.26,3.78,2023060105
HORAMAVU 20 MLD,2023-06-01 04:45:00,7.55,26.30,0.78,1.90,53.80,8.65,16.46,11.16,3.12,2023060105
K AND C VALLEY 60 MLD,2023-06-01 04:30:00,7.20,28.60,1.87,3.90,33.68,6.23,9.88,10.36,4.68,2023060105
NAGASANDRA 20 MLD,2023-06-01 05:00:00,7.69,26.10,0.90,3.90,127.78,6.64,46.27,19.98,3.94,2023060105
RAJACANAL 40 MLD,2023-06-01 04:45:00,7.51,28.50,1.00,2.80,33.70,3.83,9.80,8.22,4.80,2023060105
YELLAMALAPACHETTY 15 MLD,2023-05-29 11:00:00,-,-,-,-,62.63,12.58,11.98,6.00,-,2023060105
BELLANDUR 90 MLD,2023-03-06 15:15:00,8.13,25.40,0.82,0.50,28.04,3.12,10.36,9.98,-,2023060105
DODDABELE 20 MLD,2023-06-01 04:45:00,7.29,23.90,0.67,2.40,38.21,6.97,5.62,10.81,4.37,2023060105
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023060105
NAGASANDRA OLD 20 MLD,2023-06-01 04:45:00,6.30,23.60,8.47,12.70,60.82,9.28,17.51,10.39,0.68,2023060105
4MLD Cubbon Park TTP,2023-06-01 04:45:00,7.16,28.80,1.10,4.73,17.38,1.23,0.93,5.04,4.40,2023060105
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.00,-,-,-,0.00,0.00,0.00,-,-,2023060105
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.00,-,-,-,0.00,0.00,0.00,-,-,2023060105
KADABEESANAHALLI 50 MLD,2023-05-09 16:15:00,7.73,27.20,1.67,4.12,41.75,8.71,10.08,8.76,4.64,2023060105
STP Sarakki 5 MLD,2023-06-01 04:45:00,7.72,28.60,1.53,3.06,18.91,5.11,5.61,3.78,-,2023060105
Kempambudhi STP 1 MLD,2023-06-01 04:45:00,7.17,26.00,0.91,2.83,34.20,6.07,8.82,8.06,2.03,2023060105
Mailasandra STP 75 MLD,2023-06-01 04:45:00,7.32,25.00,1.48,-0.59,45.51,8.04,18.65,13.53,-0.49,2023060105
60 MLD V.Valley TTP,2023-06-01 04:45:00,4.27,28.00,0.16,0.38,20.82,1.93,3.51,6.48,0.10,2023060105
KR Puram STP 20 MLD,2023-06-01 05:00:00,7.06,26.80,0.98,1.96,52.39,7.33,27.87,10.17,2.24,2023060105
1.5 MLD Lalbagh TTP,2023-06-01 05:00:00,6.98,24.50,0.75,3.78,18.16,1.46,1.22,11.83,16.88,2023060105
35MLD Agaram STP,2023-05-29 12:10:30,7.56,27.50,0.17,0.70,-,-,-,-,-,2023060105
Chikka_Bagur_5_MLD_STP,2023-06-01 05:02:00,7.42,28.40,-,-,43.80,6.70,8.00,13.40,-,2023060105
Yelahanka 10MLD TTP,2023-06-01 05:15:00,7.41,26.50,0.46,2.76,32.80,3.80,3.50,6.54,3.04,2023060105
40MLD OLD Rajacanal STP,2023-06-01 05:15:00,7.22,26.50,0.00,0.00,38.00,10.20,7.40,9.50,0.00,2023060105
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.90,4.95,5.27,2023060105
4_MLD_Madiwala_STP,2023-05-31 23:45:00,7.68,29.30,0.00,0.00,34.49,2.01,3.52,8.62,-,2023060105
2MLD Ulsoor STP,2023-06-01 06:30:00,6.84,28.00,1.30,5.85,37.20,2.00,6.50,7.44,-0.23,2023060106
CHIKKABANAVARA 5 MLD,2023-06-01 05:45:00,7.37,25.50,0.49,2.90,27.27,4.42,4.41,11.82,3.92,2023060106
KADUGODI 6 MLD STP,2023-06-01 05:45:00,7.69,23.20,0.50,3.23,42.76,10.47,14.64,30.94,4.67,2023060106
HORAMAVU 20 MLD,2023-06-01 05:45:00,7.63,26.10,0.80,1.90,54.78,8.71,17.13,11.32,3.20,2023060106
K AND C VALLEY 60 MLD,2023-06-01 05:45:00,7.21,28.60,1.86,3.90,32.96,6.18,9.58,10.02,4.65,2023060106
NAGASANDRA 20 MLD,2023-06-01 06:00:00,7.69,25.90,0.90,3.90,126.28,6.52,46.20,20.77,3.90,2023060106
RAJACANAL 40 MLD,2023-06-01 05:45:00,7.53,28.50,0.99,2.80,33.49,3.88,9.42,8.28,4.75,2023060106
YELLAMALAPACHETTY 15 MLD,2023-05-29 11:00:00,-,-,-,-,62.63,12.58,11.98,6.00,-,2023060106
BELLANDUR 90 MLD,2023-03-06 15:15:00,8.13,25.40,0.82,0.50,28.04,3.12,10.36,9.98,-,2023060106
DODDABELE 20 MLD,2023-06-01 05:45:00,7.27,23.80,0.66,2.50,38.16,6.98,5.50,10.80,4.36,2023060106
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023060106
NAGASANDRA OLD 20 MLD,2023-06-01 05:45:00,6.90,27.50,0.83,1.25,60.69,9.53,17.46,12.43,0.64,2023060106
4MLD Cubbon Park TTP,2023-06-01 05:45:00,7.17,28.80,1.10,4.73,17.38,1.23,0.93,5.04,4.40,2023060106
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.00,-,-,-,0.00,0.00,0.00,-,-,2023060106
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.00,-,-,-,0.00,0.00,0.00,-,-,2023060106
KADABEESANAHALLI 50 MLD,2023-05-09 16:15:00,7.73,27.20,1.67,4.12,41.75,8.71,10.08,8.76,4.64,2023060106
STP Sarakki 5 MLD,2023-06-01 05:45:00,7.72,28.60,1.54,3.08,18.98,5.21,5.81,3.80,-,2023060106
Kempambudhi STP 1 MLD,2023-06-01 05:45:00,7.16,26.00,0.91,2.81,33.65,6.06,8.67,8.08,2.01,2023060106
Mailasandra STP 75 MLD,2023-06-01 05:45:00,7.31,24.90,1.48,-0.59,45.55,8.08,18.64,13.57,-0.49,2023060106
60 MLD V.Valley TTP,2023-06-01 05:45:00,4.27,28.00,0.16,0.38,20.79,1.93,3.49,6.47,0.01,2023060106
KR Puram STP 20 MLD,2023-06-01 06:00:00,7.06,26.80,0.99,1.98,52.32,7.32,27.79,9.90,2.16,2023060106
1.5 MLD Lalbagh TTP,2023-06-01 06:00:00,7.01,24.00,0.76,3.75,18.16,1.46,1.22,11.96,17.09,2023060106
35MLD Agaram STP,2023-05-29 12:10:30,7.56,27.50,0.17,0.70,-,-,-,-,-,2023060106
Chikka_Bagur_5_MLD_STP,2023-06-01 06:04:00,7.45,28.40,-,-,43.60,6.70,7.70,-,-,2023060106
Yelahanka 10MLD TTP,2023-06-01 06:15:00,7.42,26.50,0.46,2.76,32.70,3.80,3.40,6.57,2.94,2023060106
40MLD OLD Rajacanal STP,2023-06-01 06:15:00,7.22,26.50,0.00,0.00,38.00,10.20,7.40,9.50,0.00,2023060106
Hennur 1MLD TTP,2023-05-08 11:45:00,7.56,29.20,3.21,4.82,19.00,1.80,4.90,4.95,5.27,2023060106
4_MLD_Madiwala_STP,2023-05-31 23:45:00,7.68,29.30,0.00,0.00,34.49,2.01,3.52,8.62,-,2023060106
2MLD Ulsoor STP,2023-06-01 07:30:00,6.85,27.80,1.26,5.67,35.10,2.00,5.80,7.02,-0.13,2023060107
CHIKKABANAVARA 5 MLD,2023-06-01 06:45:00,7.35,25.60,0.50,2.90,27.24,4.43,4.40,11.91,4.00,2023060107
KADUGODI 6 MLD STP,2023-06-01 06:30:00,7.65,23.20,0.50,3.29,42.78,10.47,14.70,31.03,3.66,2023060107
HORAMAVU 20 MLD,2023-06-01 06:45:00,7.53,26.40,0.77,1.90,54.76,8.60,17.38,11.09,3.08,2023060107
K AND C VALLEY 60 MLD,2023-06-01 06:45:00,7.21,28.50,1.87,3.90,33.14,6.22,9.62,10.26,4.68,2023060107
NAGASANDRA 20 MLD,2023-06-01 07:00:00,7.67,26.40,0.92,3.70,130.49,6.72,49.23,20.98,3.96,2023060107
RAJACANAL 40 MLD,2023-06-01 06:45:00,7.53,28.50,0.99,2.80,33.65,3.75,9.93,8.14,4.75,2023060107
YELLAMALAPACHETTY 15 MLD,2023-05-29 11:00:00,-,-,-,-,62.63,12.58,11.98,6.00,-,2023060107
BELLANDUR 90 MLD,2023-03-06 15:15:00,8.13,25.40,0.82,0.50,28.04,3.12,10.36,9.98,-,2023060107
DODDABELE 20 MLD,2023-06-01 06:45:00,7.26,23.70,0.68,2.40,38.29,7.00,5.67,10.79,4.36,2023060107
